Gene,P0,TBLC_P6,TBLC_P6_r1,TBLC_P6_r2,,
Zbtb2,35.57992615,16.30007244,26.55371851,8.962525081,,
Zbtb1,35.10970686,27.66218177,34.97667223,21.92445651,,
Slc27a6,0.417972701,5.321494239,0.57104771,0.289113712,,
Zbtb6,35.05746027,12.22505433,26.31578196,8.432483275,,
Zbtb5,31.87041843,18.88890748,30.40829055,18.31053511,,
Zbtb4,28.52663683,48.37286205,42.87616554,21.8762709,,
Btbd35f18,0,0,0,0,,
Zbtb9,35.63217274,16.73154495,38.87883158,13.68471571,,
Rras2,60.39705526,248.2884564,144.0943721,102.2498829,,
Imp3,47.33540836,82.17154167,82.65915599,77.86795984,,
Serbp1,1526.854276,919.707617,1652.564485,1433.3776,,
Gm36742,0.052246588,0,0,0,,
Ugt1a7c,2.037616916,12.03328878,4.663556297,5.97501672,,
Gde1,68.33853657,103.0260461,77.56731391,136.5580434,,
6330415G19Rik,0.522465876,0.575296675,0.475873091,0.144556856,,
Ptpn23,187.4607563,146.7965348,175.5971708,145.7614966,,
Olfr1301,0,0,0,0,,
Olfr1303,0,0,0,0,,
Olfr1302,0,0,0,0,,
Olfr1305,0,0,0,0,,
Olfr1307,0,0,0,0,,
Olfr1306,0,0,0,0,,
Olfr1309,0,0,0,0,,
Olfr1308,0,0.191765558,0,0,,
Akap14,0.20898635,0.095882779,0.190349237,0.096371237,,
Akap12,1328.317243,846.8367049,1055.058231,984.8176753,,
Akap13,68.2340434,120.4767119,90.41588738,53.43785115,,
Akap10,66.24867307,58.34467107,57.67581869,41.43963209,,
Akap11,179.519275,173.164299,169.4584079,128.1255602,,
Tmc4,8.045974489,14.71800659,13.56238311,14.69661371,,
Tmc5,0.313479526,0.479413895,1.570381202,0.770969899,,
Tmc6,50.83592973,49.47551401,53.53572279,56.1362458,,
Tmc7,8.986413066,34.90133159,16.98866937,25.29744982,,
Tmc1,0.20898635,0.191765558,0.190349237,0.481856187,,
Tmc2,0.104493175,0.287648337,0.237936546,0.096371237,,
Tmc3,1.044931752,2.349128088,1.808317748,2.746580267,,
Tmc8,19.22674423,9.156805402,14.27619274,18.06960702,,
Tram1l1,3.343781606,12.22505433,5.805651716,2.505652173,,
Mlf1,3.552767956,10.45122292,4.092508587,7.083285951,,
Mlf2,220.7940792,337.2676754,508.898684,544.304749,,
Ntan1,51.46288878,51.77670071,60.76899378,73.29032606,,
Prob1,2.298849854,3.260014489,4.901492842,1.541939799,,
BC006965,0,0,0.095174618,0,,
Col26a1,0.783698814,4.266783669,4.711143606,6.071387958,,
Dmrtc1b,0,0.287648337,0.475873091,1.156454849,,
Dmrtc1a,0,0.479413895,0.190349237,0.096371237,,
Pde6b,0.20898635,0.191765558,0.523460401,0.048185619,,
Gm16294,0,0,0,0,,
Pde6a,0.626959051,0.383531116,1.14209542,1.301011705,,
Pde6g,0.365726113,0.095882779,0.380698473,0.289113712,,
Trnp1,2.142110091,13.08799934,8.660890265,4.48126254,,
Lrba,110.7105191,59.68702998,64.95667699,87.98693977,,
Mir671,0,0,0,0,,
Mir670,0,0,0.047587309,0,,
Mir673,0,0.095882779,0.047587309,0,,
Mir672,0,0,0,0,,
Mir675,0,0,0,0,,
Mir674,0.052246588,0.191765558,0,0,,
Mir677,0.731452226,0.527355285,0.237936546,0.722784281,,
Mir676,0,0,0,0,,
Mir679,0,0.095882779,0,0,,
Mir678,0,0,0,0,,
Vat1l,2.873562318,3.787369774,2.902825858,1.686496655,,
Trim30a,8.307207427,25.55276063,22.17568606,10.26353679,,
Trim30b,0,0,0.095174618,0,,
Trim30d,0.104493175,15.05359632,11.9444146,1.927424749,,
1700024B18Rik,0,0,0,0,,
Cryl1,18.44304542,7.478856769,18.98733635,17.20226588,,
Tchhl1,0,0.095882779,0,0,,
Ifitm10,0.313479526,10.49916431,4.235270514,2.312909698,,
Abhd12b,0,0,0.095174618,0,,
BC049762,0.20898635,1.198534739,0.475873091,0.240928094,,
LOC102632463,0,0,0,0.096371237,,
8430430B14Rik,0.522465876,0,0.095174618,0.240928094,,
Pbx4,5.538138285,8.102094833,3.854572041,13.44378762,,
Pbx2,96.29046093,69.37119067,100.7899208,118.922107,,
Pbx3,20.6374021,19.51214554,18.89216173,25.82749163,,
Pbx1,27.42945849,54.79700825,63.05318462,50.59489965,,
Spag6l,1.253918102,1.198534739,1.760730439,4.577633778,,
Pik3c2g,0,0.095882779,0.095174618,0,,
Tlr11,0,0,0,0,,
Tlr12,0.104493175,0,0,0,,
Tlr13,0.104493175,4.794138954,3.093175095,0.433670568,,
4921501E09Rik,0,0,0,0,,
Rnf25,37.19957037,36.00398355,49.25286497,44.37895483,,
Rnf24,22.93625195,73.20650183,44.44654675,40.09043477,,
Rnf26,57.83697246,59.39938164,62.33937499,52.37776754,,
Rnf20,102.4033117,136.2014877,115.5895739,79.21715716,,
Rnf128,86.83382858,103.7931084,62.86283539,131.8840384,,
Rnf126,88.97593867,95.64307214,136.6231646,127.3064046,,
Rnf125,53.23927276,6.424146199,36.88016459,16.23855351,,
Rnf123,35.3709398,37.49016662,38.45054579,30.59786788,,
Rnf122,6.165097336,20.51891472,10.27885878,10.79357859,,
Rnf121,40.12537927,33.89456241,38.68848234,43.65617055,,
Utrn,201.0971156,246.6584492,154.230469,181.1297407,,
1700029H14Rik,0,0,0.047587309,0,,
Zfp275,37.72203624,74.88445046,60.00759684,59.84653844,,
Zfp277,75.18283955,47.46197565,83.46814025,104.3700501,,
Zfp276,11.23301633,11.50593349,18.7018125,8.480668893,,
Zfp273,5.015672409,4.650314786,5.900826335,2.120167223,,
Olfr295,0,0,0,0,,
Olfr294,0,0,0,0,,
Olfr297,0,0,0,0,,
Olfr291,0,0,0,0,,
Wnt11,4.493206533,31.20984459,9.612636448,13.395602,,
Olfr293,0,0.095882779,0,0,,
Olfr292,0,0,0,0.096371237,,
Pip4k2a,25.23510181,58.82408497,31.36003673,27.51398829,,
Olfr298,0,0,0,0,,
Pip4k2c,101.0449004,125.1749681,111.6398273,143.2558444,,
Pip4k2b,154.806639,158.9736477,214.0001292,191.2005351,,
Zdhhc15,37.4608033,11.69769905,24.93574999,21.97264213,,
Synpo,26.69800626,68.70001121,59.8172476,37.19929765,,
Nepro,56.68754754,47.74962398,56.39096134,42.21060199,,
Kcnj2,0.522465876,3.11619032,2.141428912,1.349197324,,
Zdhhc17,39.91639292,39.55164637,31.40762404,41.68056019,,
Smbd1,0.104493175,0,0.095174618,0.096371237,,
C1ql3,0.522465876,5.033845902,1.046920801,1.49375418,,
Setbp1,7.680248376,9.156805402,6.233937499,3.951220734,,
Synpr,0.626959051,0.671179454,0.761396946,1.060083612,,
Armt1,81.29569029,53.83818046,74.14102766,75.41049329,,
Piwil2,56.06058849,46.21549952,36.73740266,55.17253343,,
Kcnj5,0,0.287648337,0.095174618,0,,
Kcnj4,10.03134482,15.34124465,11.9444146,11.22724916,,
Rpl7a,1179.309975,950.8695202,1386.027966,1627.951128,,
Gm23363,0,0,0,0,,
Ghdc,32.07940478,61.12527167,32.31178291,53.96789296,,
Pfkfb1,24.03343029,10.93063682,16.22727242,26.69483277,,
Pfkfb3,82.44511522,144.974762,94.31804674,135.8834448,,
Pfkfb2,39.70740657,52.16023182,39.06918081,70.44737456,,
Pfkfb4,10.55381069,24.16246033,15.98933587,13.49197324,,
Tm9sf4,142.528691,144.9268206,133.7203387,120.945903,,
Tm9sf1,79.72829267,95.54718936,83.99160065,70.68830265,,
Tm9sf3,225.0260528,401.4132546,237.8413711,185.3700752,,
Tm9sf2,115.7261915,193.587331,133.2444656,114.874515,,
Cep128,39.39392704,20.56685611,33.73940219,27.61035952,,
Ecd,135.3186619,67.02206258,124.9166865,57.29270065,,
Cep120,106.5307921,100.5330939,81.04118748,73.96492472,,
Cep126,14.00208547,19.99155944,14.5617166,19.99703177,,
Lyzl4,0,0.191765558,0.285523855,0.578227425,,
Lyzl6,0,0,0,0,,
Lyzl1,0,0,0,0,,
Gm15723,0,0.239706948,0,0,,
Nemf,101.7763526,124.9832025,132.9589418,146.0024247,,
Myocos,0,0,0,0,,
Rrad,0.522465876,3.787369774,2.379365457,1.638311036,,
Mir5103,0,0,0.237936546,0.048185619,,
Smr3a,0.20898635,0.287648337,0.428285782,0.289113712,,
Rras,40.0208861,113.5252104,73.99826573,116.3682692,,
Sh2d1b1,0.104493175,0.287648337,0.190349237,0.38548495,,
Sh2d1b2,0,0,0,0,,
Pdlim4,4.33646677,31.6413171,17.55971708,20.23795986,,
Pdlim5,147.6488565,385.4967133,157.2284694,156.4105183,,
Pdlim7,90.43884312,188.1220126,134.3389737,112.5616053,,
Pdlim1,86.52034905,201.0182463,154.3256436,124.3188963,,
Pdlim2,11.59874245,44.20196116,20.12943177,13.20285953,,
Pdlim3,0.20898635,6.376204809,2.760063931,3.180250835,,
Gm35612,0.20898635,0.958827791,0.856571565,1.204640468,,
Gm31508,0,0.095882779,0,0,,
Gpaa1,64.89026179,54.89289103,68.95401096,75.31412205,,
Card19,14.15882524,61.46086139,35.78565648,66.73708192,,
Pcsk9,1.619644215,39.12017387,16.70314551,16.86496655,,
Pnrc1,50.36571044,61.74850973,65.19461354,59.55742473,,
Pnrc2,109.6655874,83.80154892,83.80125141,84.85487455,,
Pcsk2,0.104493175,0.095882779,0.190349237,0.38548495,,
Card11,0,0.383531116,0.951746183,0.289113712,,
Card10,36.83384425,22.72421864,29.93241746,38.40393811,,
Pcsk6,183.2287827,74.98033324,95.55531677,96.85309361,,
Pcsk7,29.36258223,52.78346989,46.06451526,29.15229932,,
Pcsk4,6.165097336,7.478856769,7.233270991,15.08209866,,
Pcsk5,1.097178339,28.47718539,15.32311355,9.781680599,,
Lmod1,2.769069142,69.03560094,36.97533921,16.67222407,,
C230037L18Rik,1.567397628,0.767062233,0.951746183,2.312909698,,
Lmod3,0,0.191765558,0.190349237,0,,
Lmod2,0,0,0,0,,
Nolc1,316.6143208,197.1829352,540.2587208,321.0125919,,
Pzp,0.574712464,1.486183076,2.284190839,3.228436454,,
Rps15a,1122.047715,1119.287622,1200.009175,1526.183101,,
A930005H10Rik,11.49424927,6.999442873,10.80231918,11.17906354,,
Gm5485,0.104493175,0,0,0,,
5830416I19Rik,0,0,0,0,,
Pom121l2,2.978055493,0.095882779,1.046920801,0.963712374,,
Gm5483,0.261232938,1.102651959,0.523460401,1.831053511,,
Phka1,28.84011635,27.99777149,33.83457681,27.5621739,,
1700088E04Rik,0,0.287648337,0.333111164,0.192742475,,
Snora78,0.104493175,0.095882779,1.427619274,0.481856187,,
Snora75,0.470219288,0.527355285,1.14209542,0.626413043,,
Snora70,1.462904453,1.342358907,2.141428912,1.686496655,,
Gm25018,0,0,0,0,,
5730522E02Rik,0.104493175,0.383531116,0.095174618,0.289113712,,
Rwdd4a,44.14836652,46.21549952,55.39162785,35.51280099,,
Cklf,12.33019467,10.35534014,10.70714456,10.40809364,,
Lmnb2,170.7940948,62.8032203,221.9472099,172.7454431,,
Lmnb1,582.6539448,237.6934093,628.6759412,371.6074915,,
Pdzk1ip1,0.731452226,4.842080344,1.808317748,1.686496655,,
Snora7a,2.089863504,1.965596971,1.522793893,4.770376253,,
Atp23,12.85266055,22.4845117,23.17501956,23.08091136,,
Cisd2,32.75861042,24.3062845,25.64955963,14.74479933,,
Cisd3,81.87040276,50.53022458,119.2537967,178.5277173,,
Tha1,5.590384872,1.965596971,6.281524808,6.74598662,,
Cisd1,56.4263146,72.10384987,85.46680723,99.06963207,,
Fam49a,37.14732378,26.84717814,37.40362499,20.43070233,,
Mff,113.3750951,152.5495015,118.064114,152.1701839,,
Fam49b,147.8055963,113.1896207,132.7210052,145.2314548,,
Gm4285,1.776383978,4.410607838,2.902825858,1.397382943,,
Colec12,31.87041843,154.1315674,62.19661306,57.09995817,,
Colec10,0,0.287648337,0,0,,
Colec11,0,1.534124465,0.095174618,0.38548495,,
Mamdc4,2.82131573,2.06147975,3.664222805,1.734682274,,
Mamdc2,0.731452226,33.79867963,15.37070086,11.51636287,,
Rptor,114.1587939,78.91152719,104.2637943,67.4598662,,
Fcer2a,0.104493175,0.191765558,0,0.192742475,,
Cttnbp2,0.992685164,2.924424762,1.66555582,1.10826923,,
Gm5800,0,0.143824169,0.095174618,0,,
Pik3ip1,8.568440365,29.14836484,13.03892271,31.99525083,,
Fam174b,3.134795256,9.588277908,14.13343082,4.674005015,,
Fam174a,11.44200268,35.81221799,13.5147958,15.99762541,,
Chrdl1,0,0.383531116,0.142761927,0.096371237,,
Pkmyt1,37.19957037,30.01130985,40.16368892,54.44974915,,
Chrdl2,0.104493175,0.191765558,0.380698473,0.192742475,,
Prkaa1,74.08566121,107.3407712,82.56398138,63.50864546,,
Tmem125,7.262275675,2.253245308,6.614635972,1.686496655,,
Tmem127,64.68127544,82.17154167,96.69741219,60.5211371,,
Tmem121,4.597699708,12.89623379,14.94241507,7.709698994,,
Tmem123,51.51513537,89.79422261,56.72407251,57.72637122,,
Gm35978,0,0.095882779,0,0,,
Wipi2,251.3060863,150.6318459,206.1958105,151.8810702,,
Wipi1,37.77428283,132.174411,59.48413644,71.3147157,,
Tmem129,17.92057954,43.00342642,26.41095658,18.5514632,,
Tmem128,25.86206086,49.28374845,30.97933826,30.59786788,,
Gm3772,0,0,0,0,,
Gm3776,0,0.239706948,0,0,,
Rnasek,32.81085701,81.1168311,88.60756964,75.74779262,,
Rnasel,2.769069142,12.70446823,6.424286735,7.468770901,,
1700010N08Rik,0,0.095882779,0,0,,
Memo1,58.72516445,51.68081793,69.95334445,50.01667222,,
Rnase1,0,0,0.095174618,0.192742475,,
0610040J01Rik,2.142110091,33.12750017,8.708477574,5.155861202,,
Rnase6,0,0.095882779,0,0.096371237,,
Rnase9,0,0,0,0,,
C1d,46.23823002,94.63630296,53.53572279,40.23499163,,
Nop10,61.59872677,98.13602439,180.5462509,147.6889214,,
Nop14,227.4816424,138.9341469,190.1113001,153.0857107,,
Nop16,69.4879615,57.67349162,123.0131942,63.65320232,,
Sult1e1,0,0.095882779,0,0,,
Gm6116,0,0,0,0,,
Gm6117,0,0,0,0,,
Zzef1,78.99684044,130.7361693,97.17328528,66.20704011,,
Eya3,100.3134482,97.6566105,114.6854151,89.96255014,,
Eya2,1.619644215,1.869714192,0.856571565,0.963712374,,
Tas2r123,0,0,0,0,,
Tas2r122,0,0,0,0,,
Tas2r121,0,0,0,0,,
Tas2r120,0,0,0,0,,
Tas2r126,0,0,0,0,,
Tas2r125,0,0,0,0,,
Tas2r124,0,0,0,0,,
Tas2r129,0,0,0,0,,
Ubqln2,95.50676212,81.06888972,106.4052233,64.3759866,,
Ubqln3,0,0,0,0,,
Ubqln1,363.6362496,370.2992928,324.6882103,328.2404347,,
Ubqln4,312.277854,200.970305,368.8016459,362.7895233,,
Ubqln5,0,0,0,0,,
Cyb5a,71.00311254,119.2781772,139.2404666,136.991714,,
Cyb5b,163.2705862,167.986629,252.1651512,154.7722073,,
Mdh2,369.6968538,438.6637143,674.3121707,539.9680433,,
Mdh1,212.1211456,259.0752691,306.6526202,326.8430517,,
Pacsin1,19.59247035,13.71123741,29.74206822,45.96908025,,
Pacsin3,28.73562318,52.39993877,39.35470467,29.48959865,,
Pacsin2,214.106516,236.6386988,197.1542218,152.025627,,
4930455G09Rik,0.992685164,0.383531116,0.57104771,0.192742475,,
Tchp,31.03447303,25.88835035,28.98067127,30.21238293,,
Tchh,1.828630566,7.28709121,5.758064407,2.842951504,,
Ubqlnl,0,0,0,0,,
Timm8a1,32.39288431,15.34124465,45.49346755,27.85128762,,
Timm8a2,1.149424927,0.191765558,1.427619274,1.638311036,,
AY512915,0,0.095882779,0,0,,
Rogdi,52.08984783,37.20251828,45.96934064,55.65438961,,
1810014B01Rik,4.179727007,2.397069477,5.187016697,4.047591972,,
Pcif1,100.0522152,60.54997499,75.18794846,77.43428927,,
Terc,0.20898635,2.540893646,2.331778148,0.38548495,,
Mir449a,0,0,0,0,,
Mir449b,0,0,0,0,,
Mir449c,0,0,0,0,,
Gtf2b,55.74710896,65.43999672,76.90109159,37.77752507,,
Rmst,0,0.335589727,0.285523855,0,,
Tfam,136.9383061,79.7744722,143.5233244,106.2492893,,
Gtf2i,351.7240277,154.5630399,230.0370524,189.3212959,,
Jakmip3,0.522465876,0.910886401,0.618635019,1.011897993,,
Jakmip2,0.679205639,0.383531116,0.666222328,0.674598662,,
Jakmip1,19.90594987,11.4579921,17.702479,22.02082775,,
Olfr446,0,0,0,0,,
Lin52,21.31660774,16.58772078,21.93774952,30.30875417,,
Snord7,0,0,0,0,,
Snord2,3.866247482,2.828541983,3.426286259,4.963118727,,
Mkln1os,0.313479526,0.671179454,0.190349237,0.38548495,,
2310081J21Rik,0,0.095882779,0,0.096371237,,
Cd209b,0,0,0,0,,
Cd209c,0,0,0,0.096371237,,
Cd209a,0.20898635,0,0.095174618,0,,
Cd209f,0,0.191765558,0.095174618,0.096371237,,
Cd209g,0,0,0,0.048185619,,
Snord8,0.470219288,0.575296675,0.142761927,0.337299331,,
Cd209e,0,0,0,0,,
Gm10445,0,0,0,0,,
Gm10440,0,0,0,0,,
Mir19b-2,0,0,0,0,,
Mir19b-1,0,0,0,0,,
Eyelinc18,34.27376146,9.300629571,6.804985208,9.058896318,,
Ereg,31.97491161,33.22338295,28.31444894,4.818561871,,
Lce6a,0,0,0,0,,
A130077B15Rik,0,0,0,0,,
Jmy,67.55483776,76.0829852,70.09610638,54.16063543,,
Gmip,11.12852316,20.66273889,12.84857347,11.0826923,,
Rpp38,20.48066234,8.485625949,21.12876526,6.842357857,,
Tfpt,24.86937569,25.88835035,36.35670419,19.17787625,,
Tbc1d19,24.24241664,19.32037999,24.4598769,22.74361203,,
BC051665,0,0,0,0,,
Tfpi,99.68648913,224.0780547,180.7841875,225.2195819,,
Tbc1d12,8.045974489,44.58549227,17.98800286,14.74479933,,
Tbc1d13,152.7167755,103.8889911,205.7199375,140.9911204,,
Tbc1d16,54.02297157,62.61145474,61.19727957,58.49734112,,
Tbc1d17,90.07311701,61.98821668,83.80125141,58.64189797,,
Tbc1d14,93.93936449,85.23979061,105.9293502,102.7799247,,
Tbc1d15,178.3176035,149.529194,129.0091951,165.6621571,,
Dlg1,236.6247952,262.9585216,196.107301,169.854306,,
Dlg3,60.81502796,82.69889696,64.14769273,61.34029262,,
Dlg2,0.417972701,3.16413171,0.57104771,0.192742475,,
Dlg5,142.6331841,156.049223,138.8597681,106.8275167,,
Dlg4,29.41482881,94.82806851,44.92241984,57.00358694,,
Mir6537,0,0,0,0,,
Nlrp9a,0,0,0,0,,
A1cf,0.104493175,0,0,0,,
Nlrp9c,0,0,0,0,,
Nlrp9b,3.814000894,4.746197565,7.756731391,7.565142138,,
Skint11,0,0,0,0,,
Gm15825,0.104493175,0,0,0,,
Itgb2l,0,0,0,0,,
Rgs7bp,0.20898635,1.00676918,0.713809637,0.337299331,,
Igdcc3,30.45976057,16.53977939,23.07984494,20.67163043,,
Igdcc4,30.04178787,57.57760884,41.68648282,36.0428428,,
4930435E12Rik,0,0,0.380698473,0.096371237,,
Cdk3-ps,2.194356679,1.534124465,2.902825858,3.324807691,,
Mir6391,0.20898635,0.671179454,0.285523855,1.638311036,,
Mir6390,0,0,0,0,,
Mir6393,0,0,0,0,,
Mir6392,0,0.04794139,0.095174618,0.289113712,,
Mir6395,0,0.04794139,0.142761927,0,,
Mir6394,0,0,0,0,,
Mir6397,0,0.095882779,0,0.096371237,,
Mir6396,0,0,0,0,,
Mir6399,0,0,0,0,,
Mir6398,0,0,0.095174618,0,,
Etfrf1,29.20584246,20.27920778,27.31511545,24.86377926,,
Enho,4.597699708,9.827984856,5.472540552,7.806070232,,
Mybbp1a,791.9537747,492.166305,894.0703643,694.2102088,,
D030028A08Rik,4.597699708,2.349128088,7.185683682,3.517550166,,
1700020D05Rik,1.358411277,2.492952256,1.475206584,0.867341137,,
Brinp3,0,1.246476128,0.475873091,0.38548495,,
Lmtk3,11.44200268,30.20307541,24.93574999,24.38192307,,
Lmtk2,182.6018236,126.3735028,145.2364675,136.1243729,,
Notum,22.51827925,6.759735925,34.45321182,10.93813545,,
Tsfm,53.76173863,45.54432006,80.27979054,60.08746654,,
Gp1ba,7.471262026,5.369435629,3.37869895,6.601429764,,
Cnnm3,55.85160214,24.25834311,42.638229,27.12850334,,
Pirt,0.731452226,0.095882779,1.046920801,0.096371237,,
Gp1bb,0,0.958827791,0.856571565,0.192742475,,
Cnnm2,66.77113894,51.3452282,45.16035638,88.66153843,,
Cnnm4,16.09194898,34.08632796,14.41895467,19.03331939,,
Oxa1l,157.2099821,114.5319796,126.1539566,138.4372826,,
Pgr15l,1.671890803,0.958827791,0.475873091,0.144556856,,
E030044B06Rik,0.940438577,0.095882779,0.761396946,0.626413043,,
Kdm5c,423.0406197,231.3172045,325.9730677,294.9923578,,
Otud7a,2.089863504,4.027076722,2.855238549,1.686496655,,
Prkab2,39.6029134,55.32436353,38.64089503,55.17253343,,
Prkab1,52.82130006,54.89289103,58.86550142,57.38907189,,
Adat1,69.69694785,28.04571288,51.34670657,46.21000835,,
Adat3,5.43364511,5.465318408,18.13076479,11.27543478,,
Adat2,35.00521369,15.72477577,29.69448091,27.51398829,,
Rsbn1l,72.77949652,34.90133159,44.06584827,52.61869563,,
Ubxn2b,30.25077422,25.12128812,26.17302003,29.8750836,,
Ubxn2a,62.38242559,51.72875932,84.41988643,32.23617892,,
Prl6a1,0,0.191765558,0.095174618,0,,
Mir195b,0,0,0,0,,
Mir195a,0,0,0,0,,
Nrf1,87.87876033,57.33790189,98.12503147,74.9286371,,
1700120G07Rik,0,0,0,0,,
4930467J12Rik,0,0,0,0,,
Il18r1,0,0.095882779,0.095174618,0.048185619,,
5730408K05Rik,2.403343029,1.198534739,4.187683205,1.782867892,,
7420700N18Rik,0,0.095882779,0,0,,
Mir1958,0,0,0,0,,
Mir1956,0,0.095882779,0.190349237,0,,
Cend1,1.253918102,3.212073099,1.522793893,0.674598662,,
Mir1955,0,0,0,0.048185619,,
Mir1952,0,0,0,0,,
Mir1953,0,0,0,0,,
Mir1950,0,0,0.190349237,0.144556856,,
Mir1951,0,0,0,0,,
Cyp7b1,2.455589617,4.506490617,2.855238549,2.168352842,,
Ambra1,111.4942179,95.11571685,103.0741116,86.10770064,,
4933438K21Rik,3.552767956,8.485625949,6.614635972,6.264130433,,
Lca5,24.19017006,22.43657031,22.55638454,19.27424749,,
Tspy-ps,0,0,0,0,,
Gm5801,9.77011188,8.34180178,12.9913354,10.40809364,,
Olfr485,0,0,0,0,,
Olfr486,0,0,0,0,,
Olfr487,0,0,0,0,,
Olfr480,0,0,0,0,,
Olfr481,0,0,0,0,,
Olfr482,0,0,0,0,,
Olfr483,0,0,0,0,,
Olfr488,0,0,0,0,,
Cwc27,64.57678226,41.2775364,65.71807394,69.82096152,,
Cwc25,43.62590064,38.20928746,58.10410447,23.03272574,,
Cwc22,87.51303422,177.5269655,132.9113545,85.33673074,,
Lcat,1.097178339,1.438241686,1.570381202,0.481856187,,
Map3k7cl,0.104493175,1.821772803,0.333111164,0.38548495,,
Cnr1,1.462904453,1.821772803,2.474540076,0.770969899,,
Olfr738,0,0,0,0,,
Olfr739,0,0,0,0,,
Tnfsfm13,0,0,0,0,,
Olfr734,0,0,0,0,,
Olfr735,0,0,0,0,,
Olfr732,0,0,0.095174618,0,,
Olfr733,0,0,0,0,,
Olfr730,0,0,0,0,,
Olfr731,0,0,0,0,,
Slc2a4rg-ps,8.098221077,5.081787291,9.327112593,7.565142138,,
Abcb1a,38.19225553,19.17655582,36.88016459,30.74242474,,
Lrrc52,0,0,0,0.096371237,,
Lrrc51,5.329151934,5.369435629,7.042921754,12.76918896,,
Lrrc56,16.92789438,4.937963123,18.13076479,19.94884615,,
Lrrc57,32.18389796,51.87258348,36.02359303,40.86140467,,
Lrrc55,0.522465876,0.479413895,1.237270038,0.38548495,,
Lrrc58,114.3677802,191.9093823,111.2591288,62.73767556,,
Lrrc59,396.3948601,378.7369774,529.361227,435.2606938,,
Gm11149,0.313479526,0.575296675,0.095174618,0.096371237,,
Gm14393,5.903864398,1.00676918,4.996667461,3.035693979,,
Gm14391,0,0,0,0.096371237,,
Umodl1,0,0.095882779,0.095174618,0.048185619,,
Hsd17b1,2.560082792,0.958827791,1.189682729,1.060083612,,
Hsd17b2,0,0.910886401,1.808317748,0.674598662,,
Mrto4,108.7251488,71.48061181,135.8617676,96.94946485,,
Hsd17b4,118.1295345,135.3864841,132.1023702,152.1701839,,
Cby1,31.66143208,31.49749293,47.63489646,44.08984112,,
Hsd17b6,0,0.095882779,0.095174618,0,,
Hsd17b7,16.71890803,49.42757262,40.49680009,24.76740802,,
Col8a2,1.671890803,4.122959501,3.569048186,2.409280936,,
Col8a1,29.20584246,380.2711018,121.6807495,104.7555351,,
Gpnmb,23.51096442,644.1884513,211.2400653,105.2373913,,
Dram1,3.500521369,30.20307541,15.56105009,8.095183944,,
Lyrm7os,0,0,0,0,,
Dram2,42.31973595,41.08577084,31.26486211,32.38073578,,
Rtn4,364.9424143,1047.854951,764.2521849,536.9323493,,
Rtn1,9.352139179,10.40328153,6.662223281,6.794172239,,
Rtn2,18.23405907,26.51158842,31.12210018,29.97145484,,
Rtn3,167.3980666,266.1226533,240.8869589,248.7341638,,
5930430L01Rik,0.940438577,0.191765558,1.522793893,0.192742475,,
A130010J15Rik,22.51827925,13.95094436,19.46320944,14.4075,,
Apol9a,6.635316624,46.88667897,26.69648043,8.721596987,,
Taldo1,275.0782837,613.4580206,445.4172136,438.2000166,,
Pkp4,197.9100738,110.888434,187.63676,136.8953428,,
Pkp3,39.13269411,24.59393283,44.30378482,77.19336118,,
Pkp2,56.89653389,98.51955551,91.60557011,107.1166304,,
Pkp1,1.044931752,5.369435629,1.522793893,1.060083612,,
Ros1,0,0.095882779,0.190349237,0.096371237,,
1500015A07Rik,15.93520922,13.2797649,18.84457442,18.35872073,,
Aldoart1,0.20898635,0.671179454,0.713809637,0.770969899,,
Aldoart2,0.365726113,0.04794139,0.190349237,0.144556856,,
Zg16,0.104493175,0.383531116,0.285523855,0,,
Clptm1l,76.95922352,173.5478301,132.0071956,87.16778425,,
Cd200r1,0.313479526,3.11619032,1.14209542,0.722784281,,
Cd200r2,0,2.828541983,0.666222328,0.096371237,,
Xpr1,68.07730363,103.9848739,60.15035877,82.49377924,,
Cd200r4,0,1.05471057,0.666222328,0.096371237,,
Fam72a,9.247646004,7.047384263,13.5147958,7.324214044,,
Vps72,83.07207427,53.40670795,87.89376,100.0333444,,
Gm12724,0,7.814446495,1.09450811,0.433670568,,
Scaper,42.21524277,29.62777874,34.97667223,45.19811035,,
Gm15114,0,0.335589727,0,0.048185619,,
Ergic2,67.86831728,70.52178402,83.42055294,78.59074412,,
Ergic3,147.2308838,182.3211044,173.3129799,190.0922658,,
Ergic1,269.8536249,295.0792526,295.7075391,343.5634614,,
Derl1,74.9738532,150.6318459,113.5433196,87.40871235,,
Derl2,48.06686059,57.48172606,51.39429388,42.01785952,,
Derl3,18.28630566,6.903560094,10.46920801,19.65973243,,
Clic6,2.089863504,11.4579921,14.60930391,11.17906354,,
Clic4,467.3979726,589.0079119,421.1000987,356.8145066,,
Clic5,0.835945401,18.16978664,7.423620227,3.421178929,,
Clic3,0.313479526,3.403838657,1.046920801,0.867341137,,
Clic1,169.5924233,299.058388,304.5111913,228.3034615,,
Mtrex,154.1274334,162.5692519,217.2836536,154.2421655,,
Pou5f1-rs4,0.052246588,0,0.380698473,0.192742475,,
Pou5f1-rs5,0,0,0,0,,
Pou5f1-rs6,0,0.095882779,0,0,,
Pou5f1-rs1,2.089863504,1.821772803,3.521460877,4.48126254,,
1700081H04Rik,0,0,0,0,,
